2020.06.09 19:21:02 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 19:21:06 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 19:21:26 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 19:21:32 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 19:21:32 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 19:21:35 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 19:21:40 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 19:21:40 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 19:21:51 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 19:21:54 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 19:26:36 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 19:26:56 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 19:53:27 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 19:58:13 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\OrderServiceRouter.scala
2020.06.09 20:00:45 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:00:45 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:00:46 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 20:01:01 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:01:01 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\Article.scala
2020.06.09 20:06:44 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:06:44 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:06:44 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:06:45 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:06:45 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:06:51 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 20:07:15 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
Juni 09, 2020 8:07:21 NACHM. org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 4073
2020.06.09 20:07:24 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 20:07:38 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:07:38 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 20:07:50 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:07:50 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:07:50 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:07:50 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 20:08:02 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 20:35:16 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 20:50:35 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:50:35 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 20:50:35 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:13:39 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:13:39 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:13:41 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:13:53 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:01 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:09 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:11 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:11 ERROR scalafmt: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala:116: error: } expected but end of file found

^
2020.06.09 21:14:13 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:13 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:21 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:21 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:21 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 21:14:21 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:14:22 ERROR scalafmt: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala:116: error: } expected but end of file found

^
2020.06.09 21:14:28 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 21:15:43 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 21:15:57 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 21:16:03 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
2020.06.09 21:21:35 WARN  no build tool detected in workspace 'F:\Module\Software Engineering\MS_Supermarkt'. The most common cause for this problem is that the editor was opened in the wrong working directory, for example if you use sbt then the workspace directory should contain build.sbt. 
2020.06.09 21:21:35 WARN  no build target for: F:\Module\Software Engineering\MS_Supermarkt\backend\app\controllers\HomeController.scala
